"post_id","date","platform","content_type","caption","hashtags","reach","impressions","likes","comments","shares","followers_start","new_followers","lost_followers","sentiment","posted_hour"
"post_00832","2025-01-03","YouTube","Live","Synthetic social media update","#business #learning","23422","39700","1409","203","198","10036","48","16","negative","13"
"post_00833","2025-09-01","X/Twitter","Video","Synthetic social media update","#learning #news","10384","14335","956","121","97","12928","32","11","neutral","8"
"post_00834","2025-09-25","Instagram","Image","Synthetic social media update","#technology #analytics","15152","25234","754","113","68","13216","26","9","negative","19"
"post_00835","2025-12-13","X/Twitter","Video","Synthetic social media update","#learning #marketing","3634","7041","180","19","10","14164","6","2","positive","2"
"post_00836","2026-03-14","LinkedIn","Video","Synthetic social media update","#growth #technology","19984","44342","2070","105","324","10876","65","22","negative","20"
"post_00837","2026-01-17","Facebook","Text","Synthetic social media update","#growth #business","15041","22118","1516","93","57","10204","48","16","negative","12"
"post_00838","2025-11-12","Instagram","Reel","Synthetic social media update","#news #technology","23945","40762","2137","266","308","13792","72","24","neutral","1"
"post_00839","2025-06-10","YouTube","Image","Synthetic social media update","#technology #learning","12028","19136","949","182","51","11932","34","11","positive","13"
"post_00840","2025-03-23","X/Twitter","Short","Synthetic social media update","#learning #business","29595","69106","1399","82","132","10984","44","15","neutral","4"
"post_00841","2025-02-20","YouTube","Image","Synthetic social media update","#business #marketing","13242","17835","1215","138","138","10612","41","14","positive","21"
"post_00842","2025-06-28","Instagram","Text","Synthetic social media update","#learning #news","15393","25151","1080","134","126","12148","36","12","neutral","20"
"post_00843","2026-03-02","LinkedIn","Short","Synthetic social media update","#marketing #technology","11089","21729","1207","136","41","10732","40","13","neutral","13"
"post_00844","2025-10-11","Instagram","Image","Synthetic social media update","#analytics #learning","29141","59053","3179","292","103","13408","104","35","positive","14"
"post_00845","2025-03-10","YouTube","Image","Synthetic social media update","#analytics #technology","6122","15812","668","37","28","10828","21","7","neutral","11"
"post_00846","2025-11-10","Facebook","Video","Synthetic social media update","#growth #marketing","8848","18698","379","50","30","13768","13","4","negative","10"
"post_00847","2025-05-25","Facebook","Image","Synthetic social media update","#technology #growth","9439","20266","553","33","50","11740","18","6","neutral","12"
"post_00848","2025-03-22","Facebook","Image","Synthetic social media update","#growth #analytics","21924","40078","1760","316","148","10972","62","21","negative","8"
"post_00849","2026-02-11","YouTube","Image","Synthetic social media update","#business #learning","26682","64971","1165","205","55","10504","41","14","positive","19"
"post_00850","2025-07-04","LinkedIn","Carousel","Synthetic social media update","#marketing #analytics","9437","12303","828","60","84","12220","27","9","positive","19"
"post_00851","2026-01-31","X/Twitter","Carousel","Synthetic social media update","#community #technology","9874","14843","441","44","41","10372","15","5","neutral","15"
"post_00852","2025-05-12","Instagram","Live","Synthetic social media update","#community #business","16762","35225","1777","181","63","11584","59","20","positive","2"
"post_00853","2025-08-20","LinkedIn","Text","Synthetic social media update","#news #analytics","3952","7016","195","12","29","12784","6","2","negative","23"
"post_00854","2025-07-12","YouTube","Carousel","Synthetic social media update","#analytics #business","15210","34278","776","150","80","12316","28","9","neutral","16"
"post_00855","2025-12-27","YouTube","Live","Synthetic social media update","#business #technology","16111","33102","791","158","31","14332","28","9","positive","8"
"post_00856","2025-06-02","Instagram","Live","Synthetic social media update","#learning #analytics","9996","17287","1002","48","101","11836","32","10","negative","1"
"post_00857","2025-01-20","Facebook","Image","Synthetic social media update","#marketing #analytics","7368","17133","789","136","55","10240","28","9","positive","6"
"post_00858","2026-03-29","LinkedIn","Carousel","Synthetic social media update","#business #growth","10502","17686","435","23","32","11056","14","5","negative","20"
"post_00859","2025-04-21","Instagram","Carousel","Synthetic social media update","#technology #business","20240","33338","1024","110","82","11332","34","11","positive","14"
"post_00860","2025-04-07","Facebook","Video","Synthetic social media update","#news #learning","20121","24727","1143","99","138","11164","37","12","negative","13"
"post_00861","2025-07-08","X/Twitter","Video","Synthetic social media update","#community #learning","11068","22983","787","142","122","12268","28","9","positive","4"
"post_00862","2025-12-30","X/Twitter","Video","Synthetic social media update","#technology #growth","24825","49027","2684","171","81","14368","86","29","neutral","23"
"post_00863","2025-09-05","Facebook","Live","Synthetic social media update","#marketing #business","2991","4770","229","32","25","12976","8","3","positive","23"
"post_00864","2026-01-22","YouTube","Carousel","Synthetic social media update","#growth #learning","14022","31013","1043","175","164","10264","37","12","negative","3"
"post_00865","2025-06-23","Facebook","Short","Synthetic social media update","#analytics #business","24567","59272","1725","128","202","12088","56","19","positive","16"
"post_00866","2025-03-27","YouTube","Video","Synthetic social media update","#business #learning","1363","2133","147","22","6","11032","5","2","positive","18"
"post_00867","2026-02-04","YouTube","Text","Synthetic social media update","#news #learning","10223","13216","649","66","54","10420","21","7","neutral","6"
"post_00868","2025-03-23","Instagram","Video","Synthetic social media update","#growth #business","17835","30855","659","98","92","10984","23","8","neutral","13"
"post_00869","2025-06-18","LinkedIn","Short","Synthetic social media update","#analytics #news","24330","55645","1815","142","116","12028","59","20","neutral","11"
"post_00870","2026-01-25","X/Twitter","Short","Synthetic social media update","#business #marketing","8898","21068","343","56","16","10300","12","4","negative","9"
"post_00871","2025-02-21","LinkedIn","Text","Synthetic social media update","#news #learning","15621","29198","495","21","62","10624","15","5","neutral","22"
"post_00872","2025-05-17","LinkedIn","Text","Synthetic social media update","#growth #business","12438","29364","1279","162","52","11644","43","14","negative","18"
"post_00873","2025-03-24","Instagram","Text","Synthetic social media update","#community #analytics","12931","17900","863","96","62","10996","29","10","neutral","11"
"post_00874","2025-05-22","Facebook","Image","Synthetic social media update","#analytics #news","14144","18850","1066","105","51","11704","35","12","negative","18"
"post_00875","2025-09-06","Facebook","Short","Synthetic social media update","#learning #news","5975","11885","655","28","22","12988","20","7","negative","8"
"post_00876","2025-09-16","X/Twitter","Carousel","Synthetic social media update","#news #growth","7176","10497","780","52","24","13108","25","8","positive","1"
"post_00877","2025-09-19","X/Twitter","Text","Synthetic social media update","#community #marketing","18837","28972","1701","301","209","13144","60","20","positive","19"
"post_00878","2025-09-07","Facebook","Live","Synthetic social media update","#growth #community","7239","12965","612","58","81","13000","20","7","positive","10"
"post_00879","2025-07-19","Facebook","Short","Synthetic social media update","#learning #marketing","27270","62189","2162","172","326","12400","70","23","negative","11"
"post_00880","2025-06-30","YouTube","Live","Synthetic social media update","#marketing #analytics","7035","10765","692","126","91","12172","25","8","positive","10"
"post_00881","2025-03-04","YouTube","Short","Synthetic social media update","#analytics #learning","24626","59146","1062","163","67","10756","37","12","negative","12"
"post_00882","2025-10-18","YouTube","Text","Synthetic social media update","#analytics #learning","18570","24848","786","149","109","13492","28","9","negative","23"
"post_00883","2025-08-19","LinkedIn","Live","Synthetic social media update","#analytics #technology","13450","31918","613","69","93","12772","20","7","negative","8"
"post_00884","2025-12-26","Facebook","Reel","Synthetic social media update","#news #marketing","9121","23139","371","53","12","14320","13","4","positive","17"
"post_00885","2026-02-18","LinkedIn","Image","Synthetic social media update","#marketing #learning","25124","45764","775","126","41","10588","27","9","positive","1"
"post_00886","2026-02-24","Instagram","Text","Synthetic social media update","#marketing #business","27451","44750","1284","126","41","10660","42","14","positive","14"
"post_00887","2025-11-19","X/Twitter","Carousel","Synthetic social media update","#community #business","22499","42455","802","140","85","13876","28","9","neutral","11"
"post_00888","2025-08-24","LinkedIn","Live","Synthetic social media update","#growth #analytics","3634","9143","257","45","31","12832","9","3","neutral","10"
